,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Recent Rain,Recent Snow,Country,Date
474,Verkhnyaya Inta,65.98,60.31,29.86,87,100,16.51,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:48
475,Cortez,37.35,-108.59,42.8,81,90,9.17,light rain,0.0,0.0,US,2020-02-23 02:39:48
476,Ust-Kulom,61.69,53.69,28.56,89,100,13.65,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:48
477,Praia Da Vitoria,38.73,-27.07,55.4,82,40,8.03,scattered clouds,0.0,0.0,PT,2020-02-23 02:31:49
478,Dutlwe,-23.98,23.9,70.12,76,24,7.7,few clouds,0.0,0.0,BW,2020-02-23 02:33:34
479,Veraval,20.9,70.37,76.03,27,0,15.97,clear sky,0.0,0.0,IN,2020-02-23 02:39:49
480,Hofn,64.25,-15.21,30.97,94,100,3.62,light snow,0.0,0.56,IS,2020-02-23 02:33:20
481,Dillon,34.42,-79.37,39.2,93,1,3.91,clear sky,0.0,0.0,US,2020-02-23 02:39:49
482,Nishihara,26.18,127.76,68.0,52,20,13.87,few clouds,0.0,0.0,JP,2020-02-23 02:34:07
483,Hambantota,6.12,81.12,75.2,100,75,9.17,broken clouds,0.0,0.0,LK,2020-02-23 02:33:12
484,Scharnstein,47.9,13.96,50.0,66,75,21.92,broken clouds,0.0,0.0,AT,2020-02-23 02:39:50
485,Cartagena,10.4,-75.51,78.8,78,40,11.41,scattered clouds,0.0,0.0,CO,2020-02-23 02:36:42
486,Korla,41.76,86.15,46.99,50,61,4.0,broken clouds,0.0,0.0,CN,2020-02-23 02:37:25
487,Eskil,38.4,33.41,36.86,88,87,7.14,overcast clouds,0.0,0.0,TR,2020-02-23 02:39:51
488,Malakal,9.53,31.66,72.54,14,2,5.59,clear sky,0.0,0.0,SS,2020-02-23 02:39:51
489,Yar-Sale,66.83,70.83,21.52,92,73,16.93,broken clouds,0.0,0.0,RU,2020-02-23 02:39:52
490,Rio Grande,-32.03,-52.1,61.0,90,8,10.85,clear sky,0.0,0.0,BR,2020-02-23 02:36:48
491,Bengkulu,-3.8,102.27,87.21,55,0,2.89,clear sky,0.0,0.0,ID,2020-02-23 02:34:41
492,Ancud,-41.87,-73.82,57.2,71,0,5.82,clear sky,0.0,0.0,CL,2020-02-23 02:33:09
493,Antofagasta,-23.65,-70.4,68.0,77,67,8.05,broken clouds,0.0,0.0,CL,2020-02-23 02:32:10
494,Luganville,-15.53,167.17,86.0,70,75,10.29,broken clouds,0.0,0.0,VU,2020-02-23 02:33:17
495,Iwanai,42.97,140.51,28.26,97,100,21.63,snow,0.0,6.25,JP,2020-02-23 02:39:53
496,Farmington,36.73,-108.22,44.6,93,90,12.75,moderate rain,0.0,0.0,US,2020-02-23 02:29:01
497,Koslan,63.46,48.9,30.58,87,100,17.85,light snow,0.0,0.25,RU,2020-02-23 02:39:53
498,Elk City,35.41,-99.4,53.6,54,90,10.29,overcast clouds,0.0,0.0,US,2020-02-23 02:36:02
499,Strezhevoy,60.73,77.59,-0.4,84,0,4.47,clear sky,0.0,0.0,RU,2020-02-23 02:36:53
500,La Ronge,55.1,-105.28,33.8,74,75,8.05,broken clouds,0.0,0.0,CA,2020-02-23 02:32:17
501,Chaman,30.92,66.45,52.74,47,0,5.26,clear sky,0.0,0.0,PK,2020-02-23 02:39:54
502,Ulladulla,-35.35,150.47,78.8,57,75,10.29,broken clouds,0.0,0.0,AU,2020-02-23 02:32:05
503,Murgab,37.5,61.97,44.6,81,75,11.41,broken clouds,0.0,0.0,TM,2020-02-23 02:39:55
504,Jinchang,38.5,102.17,46.44,12,0,2.26,clear sky,0.0,0.0,CN,2020-02-23 02:39:55
505,Southern Pines,35.17,-79.39,39.99,74,1,3.36,clear sky,0.0,0.0,US,2020-02-23 02:39:55
506,Taldan,53.67,124.8,10.09,89,100,3.33,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:55
507,Soyo,-6.13,12.37,81.03,90,100,7.52,light rain,0.25,0.0,AO,2020-02-23 02:39:55
508,Leh,34.17,77.58,-2.78,55,0,2.57,clear sky,0.0,0.0,IN,2020-02-23 02:34:53
509,Acapulco,16.86,-99.89,80.6,88,5,8.05,clear sky,0.0,0.0,MX,2020-02-23 02:29:34
510,Kudat,6.88,116.85,82.4,78,75,10.29,broken clouds,0.0,0.0,MY,2020-02-23 02:39:56
511,Nichinan,31.6,131.37,57.2,26,0,8.05,clear sky,0.0,0.0,JP,2020-02-23 02:39:56
512,Coquimbo,-29.95,-71.34,60.8,82,1,4.7,clear sky,0.0,0.0,CL,2020-02-23 02:39:57
513,Cubuk,40.24,33.03,35.6,93,75,8.05,broken clouds,0.0,0.0,TR,2020-02-23 02:39:57
514,Chopda,21.25,75.3,75.97,25,0,8.63,clear sky,0.0,0.0,IN,2020-02-23 02:39:57
515,Modica,36.85,14.77,41.0,86,70,3.36,broken clouds,0.0,0.0,IT,2020-02-23 02:39:57
516,Sistranda,63.73,8.83,39.2,86,75,20.8,light intensity shower rain,0.0,0.0,NO,2020-02-23 02:39:58
517,Davenda,53.56,119.32,16.25,81,98,0.78,overcast clouds,0.0,0.0,RU,2020-02-23 02:39:58
518,Healesville,-37.65,145.52,90.0,42,0,17.22,clear sky,0.0,0.0,AU,2020-02-23 02:39:58
519,Wahpeton,46.27,-96.61,30.2,79,0,3.36,clear sky,0.0,0.0,US,2020-02-23 02:37:22
520,Jalu,29.03,21.55,51.44,72,0,11.43,clear sky,0.0,0.0,LY,2020-02-23 02:39:58
521,Westport,41.14,-73.36,43.0,37,1,5.32,clear sky,0.0,0.0,US,2020-02-23 02:39:46
522,Boende,-0.22,20.87,72.27,73,67,3.02,broken clouds,0.0,0.0,CD,2020-02-23 02:39:59
523,Richards Bay,-28.78,32.04,79.32,73,100,32.1,light rain,1.25,0.0,ZA,2020-02-23 02:31:56
524,Anloga,5.79,0.9,84.2,83,20,9.17,few clouds,0.0,0.0,GH,2020-02-23 02:33:45
525,Bundaberg,-24.85,152.35,78.8,69,90,20.8,moderate rain,0.0,0.0,AU,2020-02-23 02:39:59
526,Aykhal,66.0,111.5,-5.8,83,75,6.71,light snow,0.0,0.0,RU,2020-02-23 02:32:02
527,Bhandaria,22.49,90.06,77.4,36,0,4.07,clear sky,0.0,0.0,BD,2020-02-23 02:40:00
528,Parabel,58.7,81.48,0.57,95,0,3.49,clear sky,0.0,0.0,RU,2020-02-23 02:40:00
529,Emerald,-23.53,148.17,82.4,65,90,18.34,overcast clouds,0.0,0.0,AU,2020-02-23 02:40:00
530,Walsrode,52.87,9.6,48.0,75,100,12.75,overcast clouds,0.0,0.0,DE,2020-02-23 02:40:00
531,Merritt,50.11,-120.79,35.6,93,20,2.24,few clouds,0.0,0.0,CA,2020-02-23 02:40:00
532,Isangel,-19.55,169.27,84.2,79,20,16.04,few clouds,0.0,0.0,VU,2020-02-23 02:35:05
533,Paracuru,-3.41,-39.03,78.8,94,75,4.7,light rain,0.0,0.0,BR,2020-02-23 02:40:01
534,Goderich,43.75,-81.72,37.0,79,0,11.99,clear sky,0.0,0.0,CA,2020-02-23 02:36:22
535,Entre Rios,-11.94,-38.08,73.85,91,26,3.11,scattered clouds,0.0,0.0,BR,2020-02-23 02:40:01
536,Satun,6.83,100.0,86.0,70,40,14.99,scattered clouds,0.0,0.0,TH,2020-02-23 02:40:02
537,Vabalninkas,55.97,24.75,36.9,78,59,18.81,light snow,0.0,0.19,LT,2020-02-23 02:40:02
538,Banganapalle,15.32,78.23,71.92,72,1,10.71,clear sky,0.0,0.0,IN,2020-02-23 02:40:02
539,Poum,-20.23,164.02,80.56,78,31,15.64,scattered clouds,0.0,0.0,NC,2020-02-23 02:39:55
540,Urucara,-2.54,-57.76,74.95,98,100,2.15,overcast clouds,0.0,0.0,BR,2020-02-23 02:40:03
541,Kropotkin,45.44,40.58,40.35,93,100,8.43,light rain,0.13,0.0,RU,2020-02-23 02:36:28
542,Rancho Palos Verdes,33.74,-118.39,60.8,82,75,6.93,light rain,0.0,0.0,US,2020-02-23 02:40:03
543,Faya,18.39,42.45,57.2,58,18,9.17,few clouds,0.0,0.0,SA,2020-02-23 02:40:03
544,Inuvik,68.35,-133.72,-0.4,77,90,3.36,light snow,0.0,0.0,CA,2020-02-23 02:37:18
545,Nemuro,43.32,145.57,35.6,74,75,12.75,broken clouds,0.0,0.0,JP,2020-02-23 02:35:54
546,Xuanwu,32.07,118.81,60.01,46,2,11.18,clear sky,0.0,0.0,CN,2020-02-23 02:40:04
547,Zhezkazgan,47.8,67.71,17.6,92,90,6.71,mist,0.0,0.0,KZ,2020-02-23 02:40:04
548,Sioux Lookout,50.1,-91.92,30.2,85,20,2.3,few clouds,0.0,0.0,CA,2020-02-23 02:32:52
549,Lovozero,68.0,35.01,27.72,95,100,7.36,light snow,0.0,0.88,RU,2020-02-23 02:40:04
550,Basco,20.45,121.97,74.01,76,1,26.89,clear sky,0.0,0.0,PH,2020-02-23 02:40:05
551,Anadyr,64.75,177.48,-14.01,68,40,6.71,scattered clouds,0.0,0.0,RU,2020-02-23 02:33:15
552,Marystown,47.17,-55.15,28.96,90,95,24.16,light snow,0.0,0.25,CA,2020-02-23 02:38:08
553,Saraland,30.82,-88.07,46.99,65,1,3.15,clear sky,0.0,0.0,US,2020-02-23 02:40:05
554,Kangavar,34.5,47.97,39.92,83,90,1.77,overcast clouds,0.0,0.0,IR,2020-02-23 02:40:06
555,Piripiri,-4.27,-41.78,72.55,99,100,3.58,light rain,1.38,0.0,BR,2020-02-23 02:40:06
556,Mehamn,71.04,27.85,25.92,86,0,11.97,clear sky,0.0,0.0,NO,2020-02-23 02:40:06
557,Prince Rupert,54.32,-130.32,41.0,73,90,9.17,overcast clouds,0.0,0.0,CA,2020-02-23 02:36:13
558,Mookane,-23.69,26.66,72.57,77,53,3.94,broken clouds,0.0,0.0,BW,2020-02-23 02:40:07
